Rank,Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Position,Skill moves,Age,Nation,League,Team,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
11203,David González,64,64,54,65,67,48,51,CM,2,21,Argentina,Sudamericana,Racing Club,,,,,
11203,Diego González,64,61,42,54,56,65,63,CB,2,25,Spain,LALIGA HYPERMOTION,SD Huesca,,,,,
11203,Nono,64,79,67,66,68,41,59,CM,3,33,Spain,PKO BP Ekstraklasa,Korona Kielce,,,,,
11203,Will Goodwin,64,70,61,46,62,28,74,ST,2,22,England,EFL Championship,Oxford United,,,,,
11203,Tristan Gooijer,64,73,38,52,64,61,67,RB,2,20,Holland,Eredivisie,PEC Zwolle,,,,,
11203,Anthony Gordillo,64,63,29,50,55,62,56,LB,2,30,Peru,Sudamericana,Dep. Garcilaso,,,,,
11203,Liam Gordon,64,43,28,41,46,63,77,CB,2,28,Scotland,Scottish Prem,Motherwell,,,,,
11203,Luis Antonio Gorocito,64,55,68,38,59,21,70,ST,2,31,Uruguay,Sudamericana,Racing Club,,,,,
11203,Viktor Granath,64,60,66,47,56,27,70,ST,2,30,Sweden,Allsvenskan,Västerås SK,,,,,
11203,Rhyan Grant,64,66,56,60,62,59,81,RB,3,33,Australia,A-League,Sydney FC,,,,,
11203,Conor Grant,64,66,58,61,63,59,67,LB,3,29,England,EFL League Two,Port Vale,,,,,
11203,Christoph Greger,64,53,28,37,40,64,74,CB,2,27,Germany,3. Liga,Viktoria Köln,,,,,
11203,Fabian Greilinger,64,81,47,55,68,54,61,LB,2,24,Germany,3. Liga,Wehen Wiesbaden,,,,,
11203,Daníel Leó Grétarsson,64,66,52,58,59,64,70,CB,2,28,Iceland,3F Superliga,Sønderjyske,,,,,
11203,Josh Griffiths,64,65,62,61,66,30,62,GK,1,23,England,EFL League One,Bristol Rovers,65.0,62.0,61.0,62.0,66.0
11203,Will Grigg,64,63,64,49,62,32,64,ST,3,33,Northern Ireland,EFL League Two,Chesterfield,,,,,
11203,Maximilian Großer,64,51,34,53,51,62,75,CB,2,23,Germany,3. Liga,Arminia Bielefeld,,,,,
11203,Emin Grozdanic,64,56,30,52,56,63,68,CB,2,25,Sweden,Allsvenskan,IFK Värnamo,,,,,
11203,Zsombor Gruber,64,67,65,51,62,20,56,ST,2,20,Hungary,Magyar Liga,Ferencvárosi TC,,,,,
11203,Fabio Gruber,64,61,28,46,48,64,69,CB,2,22,Germany,3. Liga,SC Verl,,,,,
11203,Sveinn Aron Guðjohnsen,64,40,64,47,62,33,72,ST,2,26,Iceland,Eliteserien,Sarpsborg 08,,,,,
11203,Saulo Guerra,64,68,56,62,63,59,59,RM,3,32,Bolivia,Sudamericana,Nacional Potosí,,,,,
11203,Matthew Guillaumier,64,67,59,64,64,60,67,CDM,2,26,Malta,PKO BP Ekstraklasa,Stal Mielec,,,,,
11203,Thomas Gundelund,64,71,41,57,62,60,60,RB,2,22,Denmark,3F Superliga,Vejle Boldklub,,,,,
11203,Niklas Gunnarsson,64,52,49,55,56,62,76,CB,2,33,Norway,CSSL,Yverdon Sport FC,,,,,
11203,Thomas Gutierrez,64,61,35,52,49,64,65,CB,2,24,Venezuela,Sudamericana,S. Ameliano,,,,,
11203,Jean Gutiérrez,64,53,25,44,46,64,67,CB,2,26,Venezuela,Libertadores,Dep. Táchira,,,,,
11203,Leon Guwara,64,80,39,54,64,60,69,LB,3,28,Gambia,3. Liga,FC Ingolstadt 04,,,,,
11203,Callum Guy,64,66,54,63,62,60,68,CDM,2,27,England,EFL League Two,Carlisle United,,,,,
11203,Nicholas Hagen,64,64,61,60,64,32,63,GK,1,28,Guatemala,MLS,Columbus Crew,64.0,61.0,60.0,63.0,64.0
11203,Jetmir Haliti,64,89,31,47,61,63,70,CB,2,28,Kosovo,PKO BP Ekstraklasa,Jagiellonia,,,,,
11203,Dan Happe,64,54,28,44,46,63,81,CB,2,25,England,EFL League One,Leyton Orient,,,,,
11203,Vincent Harper,64,90,45,55,66,55,74,LB,3,23,Kenya,EFL League One,Exeter City,,,,,
11203,Shayon Harrison,64,87,62,45,66,22,60,ST,3,27,England,SUPERLIGA,Politehnica Iași,,,,,
11203,Alex Hartridge,64,70,28,50,54,63,75,CB,2,25,England,EFL League One,Wycombe,,,,,
11203,Daniel Harvie,64,75,46,56,61,57,70,LB,2,26,Scotland,EFL League One,Wycombe,,,,,
11203,Ajdin Hasić,64,78,59,61,72,38,41,RM,3,22,Bosnia and Herzegovina,PKO BP Ekstraklasa,Cracovia,,,,,
11203,Jessé Hautier,64,60,54,60,65,30,55,RM,3,20,Switzerland,CSSL,Yverdon Sport FC,,,,,
11203,Lucien Hawryluk,64,64,64,63,67,28,62,GK,1,23,Germany,3. Liga,SV Waldhof,64.0,64.0,63.0,62.0,67.0
11203,Zakaria Hawsawi,64,91,34,51,71,55,63,LB,3,23,Saudi Arabia,ROSHN Saudi League,Al Raed,,,,,
11203,Aaron Hayden,64,64,30,44,52,62,75,CB,2,27,England,EFL League Two,Carlisle United,,,,,
11203,Justin Heekeren,64,64,62,68,66,39,63,GK,1,23,Germany,Bundesliga 2,FC Schalke 04,64.0,62.0,68.0,63.0,66.0
11203,Melker Heier,64,73,62,59,66,52,63,RW,3,23,Sweden,Allsvenskan,IK Sirius,,,,,
11203,Karl Hein,64,61,63,56,66,35,64,GK,1,22,Estonia,LALIGA EA SPORTS,R. Valladolid CF,61.0,63.0,56.0,64.0,66.0
11203,Mark Helm,64,70,60,61,66,50,57,CAM,3,22,England,EFL League Two,Fleetwood Town,,,,,
11203,Zach Hemming,64,65,64,61,63,28,64,GK,1,24,England,EFL League One,Leyton Orient,65.0,64.0,61.0,64.0,63.0
11203,Callum Hendry,64,73,63,55,65,31,72,ST,3,26,Scotland,EFL League Two,MK Dons,,,,,
11203,Ben Heneghan,64,43,28,42,42,63,74,CB,2,30,England,EFL League Two,Port Vale,,,,,
11203,Heo Yul,64,82,60,43,58,60,76,CB,2,23,Korea Republic,K League 1,GwangJu FC,,,,,
11203,Gerónimo Heredia,64,75,43,54,58,59,62,RB,2,19,Argentina,Sudamericana,Belgrano,,,,,
11203,Ronald Hernández,64,82,33,52,61,59,65,RB,2,26,Venezuela,MLS,Atlanta United,,,,,
11203,José Manuel Hernández,64,71,62,61,65,38,59,RM,3,28,Venezuela,Libertadores,Caracas FC,,,,,
11203,Simen Hestnes,64,72,52,62,64,54,68,CM,2,28,Norway,Eliteserien,KFUM-Kameratene,,,,,
11203,Santiago Hidalgo,64,77,63,56,66,33,48,ST,3,19,Argentina,Primera División,Independiente,,,,,
11203,Ben Hinchliffe,64,65,60,62,66,40,65,GK,1,37,England,EFL League One,Stockport,65.0,60.0,62.0,65.0,66.0
11203,Otto Hindrich,64,64,63,54,65,26,63,GK,1,22,Romania,SUPERLIGA,CFR 1907 Cluj,64.0,63.0,54.0,63.0,65.0
11203,Brendan Hines-Ike,64,53,53,54,58,64,73,CB,2,29,United States,MLS,Austin FC,,,,,
11203,Patrick Hoban,64,51,64,52,59,38,72,ST,2,33,Republic of Ireland,SSE Airtricity PD,Derry City,,,,,
11203,Joe Hodge,64,66,53,61,65,59,60,CDM,2,22,Republic of Ireland,EFL League One,Huddersfield,,,,,
11203,Raphael Hofer,64,55,59,67,64,59,68,CM,3,21,Austria,Ö. Bundesliga,RB Salzburg,,,,,
11203,Jonas Hofmann,64,68,52,64,65,61,57,CM,2,27,Germany,3. Liga,Energie Cottbus,,,,,
11203,Kasper Høgh,64,77,62,50,62,28,64,ST,2,23,Denmark,Eliteserien,FK Bodø/Glimt,,,,,
11203,Oscar Højlund,64,74,56,60,66,61,66,CM,2,19,Denmark,Bundesliga,Frankfurt,,,,,
11203,Odin Thiago Holm,64,78,55,64,64,55,59,CM,4,21,Norway,Scottish Prem,Celtic,,,,,
11203,Dinko Horkaš,64,64,61,61,66,48,62,GK,1,25,Croatia,LALIGA EA SPORTS,UD Las Palmas,64.0,61.0,61.0,62.0,66.0
11203,Hormigo,64,67,26,53,51,62,57,LB,3,21,Spain,LALIGA EA SPORTS,Sevilla FC,,,,,
11203,Santeri Hostikka,64,77,56,61,66,34,59,LW,3,26,Finland,Finnliiga,HJK Helsinki,,,,,
11203,Marco Huamán,64,70,62,60,65,59,54,RW,3,21,Peru,Libertadores,Alianza Lima,,,,,
11203,Muharem Huskovic,64,73,62,57,69,20,57,ST,3,21,Austria,Ö. Bundesliga,FK Austria Wien,,,,,
11203,Isaac Hutchinson,64,72,61,64,66,52,67,CM,3,24,England,EFL League One,Bristol Rovers,,,,,
11203,Gabriel Iancu,64,63,66,67,67,32,58,ST,3,30,Romania,SUPERLIGA,Farul Constanța,,,,,
11203,Franco Ibarra,64,67,45,55,59,65,64,CDM,2,23,Argentina,Libertadores,Rosario Central,,,,,
11203,Christopher Ibayi,64,62,65,48,60,26,66,ST,3,29,Congo,Ligue 2 BKT,AC Ajaccio,,,,,
11203,Sunusi Ibrahim,64,86,60,53,64,23,70,ST,2,21,Nigeria,MLS,CF Montréal,,,,,
11203,Emirhan İlkhan,64,66,58,63,70,50,48,CM,3,20,Turkey,Serie A Enilive,Torino,,,,,
11203,Tomoki Imai,64,57,24,48,55,62,77,CB,2,33,Japan,A-League,Western United,,,,,
11203,Sandro Ingolitsch,64,71,41,58,62,61,65,RB,2,27,Austria,Ö. Bundesliga,SCR Altach,,,,,
11203,Jack Iredale,64,72,43,56,58,61,74,CB,2,28,Australia,Scottish Prem,Hibernian,,,,,
11203,Joe Ironside,64,67,63,50,59,41,82,ST,2,30,England,EFL League Two,Doncaster,,,,,
11203,Aziel Jackson,64,77,57,57,71,33,51,CAM,3,22,United States,MLS,Columbus Crew,,,,,
11203,Damian Jakubik,64,76,32,54,50,60,71,RB,2,34,Poland,PKO BP Ekstraklasa,Radomiak Radom,,,,,
11203,Jeremías James,64,44,33,40,43,64,70,CB,2,23,Argentina,Primera División,Dep. Riestra,,,,,
11203,Alexandre Jankewitz,64,68,57,61,66,58,71,CDM,2,22,Switzerland,CSSL,FC Winterthur,,,,,
11203,Mohamed Jaouab,64,57,29,42,51,64,65,CB,2,22,Morocco,Ligue 1 McDonald's,Stade Rennais FC,,,,,
11203,Paweł Jaroszyński,64,63,53,63,63,64,71,LM,3,29,Poland,Serie BKT,Salernitana,,,,,
11203,Seedy Jatta,64,81,61,46,66,26,67,ST,2,21,Norway,Ö. Bundesliga,SK Sturm Graz,,,,,
11203,Jauregizar,64,60,55,57,62,56,57,CM,3,20,Spain,LALIGA EA SPORTS,Athletic Club,,,,,
11203,Mehdi Jeannin,64,66,62,65,66,49,61,GK,1,33,Algeria,Ligue 2 BKT,Pau FC,66.0,62.0,65.0,61.0,66.0
11203,Keegan Jelacic,64,74,57,60,65,54,69,LM,3,22,Australia,A-League,Brisbane Roar,,,,,
11203,Fredrik Oldrup Jensen,64,50,51,57,60,63,70,CDM,2,31,Norway,Eredivisie,NAC Breda,,,,,
11203,Kevin Jensen,64,76,60,59,67,20,47,LW,3,23,Sweden,Allsvenskan,Kalmar FF,,,,,
11203,Anders Finjord Jenssen,64,50,32,46,48,63,74,CB,2,30,Norway,Eliteserien,Tromsø IL,,,,,
11203,Jeong Woo Jae,64,73,59,60,66,59,71,LB,3,32,Korea Republic,K League 1,Jeonbuk Hyundai,,,,,
11203,Ji Dong Won,64,52,64,56,60,40,67,ST,2,33,Korea Republic,K League 1,Suwon FC,,,,,
11203,Jian Tao,64,60,67,57,69,19,64,GK,1,23,China PR,CSL,Rongcheng FC,60.0,67.0,57.0,64.0,69.0
11203,João Magno,64,68,65,44,56,28,81,ST,2,27,Brazil,K League 1,GwangJu FC,,,,,
11203,Marcel Johnen,64,68,60,64,68,27,59,GK,1,21,Germany,3. Liga,Aleman. Aachen,68.0,60.0,64.0,59.0,68.0
11203,Callum Johnson,64,73,45,57,60,60,71,RB,2,27,England,EFL League Two,Bradford City,,,,,
11203,Max Johnston,64,81,36,58,60,57,64,RB,2,20,Scotland,Ö. Bundesliga,SK Sturm Graz,,,,,
11203,Jamie Jones,64,64,63,66,64,34,64,GK,1,35,England,EFL League Two,Salford City,64.0,63.0,66.0,64.0,64.0
11203,Antonio Jonjić,64,76,62,57,69,31,64,ST,3,25,Germany,3. Liga,FC Hansa Rostock,,,,,
11203,Viðar Ari Jónsson,64,80,56,59,63,60,66,RW,3,30,Iceland,Eliteserien,HamKam Fotball,,,,,
11203,Filip Jørgensen,64,73,55,60,67,57,64,CM,3,22,Norway,Eliteserien,Odds BK,,,,,
11203,Marcelo Jorquera,64,73,39,59,63,58,70,LB,2,31,Chile,Libertadores,Cobresal,,,,,
11203,Jorquera,64,70,53,61,64,28,51,LM,3,24,Spain,LALIGA HYPERMOTION,CD Eldense,,,,,
11203,Kyle Joseph,64,75,62,53,65,23,60,ST,2,23,Scotland,EFL League One,Blackpool,,,,,
11203,Andreas Jungdal,64,67,61,57,67,23,63,GK,1,22,Denmark,Serie BKT,Cremonese,67.0,61.0,57.0,63.0,67.0
11203,Elton Kabangu,64,77,62,60,68,33,52,ST,3,26,Belgium,1A Pro League,R. Union St.-G.,,,,,
11203,Sullay Kaikai,64,82,61,60,66,48,52,RM,3,29,Sierra Leone,EFL League One,Cambridge Utd,,,,,
11203,Sherif Kallaku,64,69,60,62,65,36,44,CAM,3,26,Albania,SUPERLIGA,Sepsi OSK,,,,,
11203,Brent Kallman,64,46,39,49,37,63,76,CB,2,33,United States,MLS,Nashville SC,,,,,
11203,Mohammed Kamara,64,76,59,56,67,29,64,LW,3,26,Liberia,SUPERLIGA,CFR 1907 Cluj,,,,,
11203,Krzysztof Kamiński,64,64,61,65,65,36,66,GK,1,33,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,64.0,61.0,65.0,66.0,65.0
11203,Bernard Kamungo,64,77,64,54,67,45,48,RM,3,22,United States,MLS,FC Dallas,,,,,
11203,Kang Seong Jin,64,80,58,53,67,27,57,RM,4,21,Korea Republic,K League 1,FC Seoul,,,,,
11203,Abdoulaye Kanté,64,63,40,55,60,63,62,CDM,2,19,Côte d'Ivoire,Ligue 2 BKT,ESTAC Troyes,,,,,
11203,Juan Cruz Kaprof,64,76,63,59,63,32,64,ST,4,29,Argentina,SUPERLIGA,FC Botoșani,,,,,
11203,Malte Karbstein,64,61,36,48,51,63,71,CB,2,26,Germany,3. Liga,SV Waldhof,,,,,
11203,Gregory Karlen,64,65,64,63,65,57,65,CM,3,29,Switzerland,CSSL,FC St. Gallen,,,,,
11203,Sander Erik Kartum,64,73,54,64,66,55,64,CM,2,28,Norway,Eliteserien,SK Brann,,,,,
11203,Jadel Katongo,64,70,36,55,58,61,68,RB,2,20,England,Premier League,Manchester City,,,,,
11203,Lars Kehl,64,66,61,61,67,39,57,RW,3,22,Germany,3. Liga,VfL Osnabrück,,,,,
11203,Felix Keidel,64,70,42,63,66,57,59,CM,2,21,Germany,3. Liga,FC Ingolstadt 04,,,,,
11203,Tidiane Keita,64,70,53,63,64,55,64,CM,3,27,France,SUPERLIGA,FC Petrolul,,,,,
11203,Kader Keïta,64,66,44,56,61,61,71,CDM,2,23,Côte d'Ivoire,SUPERLIGA,CFR 1907 Cluj,,,,,
11203,Jonas Kersken,64,67,45,66,70,25,67,GK,1,24,Germany,3. Liga,Arminia Bielefeld,67.0,45.0,66.0,67.0,70.0
11203,Hugo Keto,64,65,62,60,64,46,63,GK,1,26,Finland,Eliteserien,Sandefjord,65.0,62.0,60.0,63.0,64.0
11203,Anan Khalaili,64,76,62,56,67,25,59,RW,4,20,Israel,1A Pro League,R. Union St.-G.,,,,,
11203,Benji Kikanović,64,87,58,49,64,24,63,LM,3,24,United States,MLS,SJ Earthquakes,,,,,
11203,Alfie Kilgour,64,64,46,44,52,62,73,CB,2,26,England,EFL League One,Mansfield Town,,,,,
11203,Greg Kiltie,64,65,59,60,66,46,61,LW,3,27,Scotland,Scottish Prem,St. Mirren,,,,,
11203,Kim Tae Han,64,52,21,34,32,66,71,CB,2,28,Korea Republic,K League 1,Suwon FC,,,,,
11203,Kim Min Hyeok,64,57,59,60,64,56,73,CDM,2,32,Korea Republic,K League 1,Ulsan Hyundai,,,,,
11203,Kim Jin Ya,64,81,53,58,64,56,63,RB,3,26,Korea Republic,K League 1,FC Seoul,,,,,
11203,Kim Tae Hyun,64,68,48,59,62,57,64,RB,2,27,Korea Republic,K League 1,Jeonbuk Hyundai,,,,,
11203,Tom King,64,64,63,61,64,42,63,GK,1,29,Wales,Premier League,Wolves,64.0,63.0,61.0,63.0,64.0
11203,Kristian Kirkegaard,64,75,61,61,64,35,56,LM,3,26,Denmark,3F Superliga,Vejle Boldklub,,,,,
11203,Pål Alexander Kirkevold,64,56,64,62,62,33,77,ST,3,33,Norway,Eliteserien,HamKam Fotball,,,,,
11203,Philipp Klewin,64,63,61,60,64,41,65,GK,1,30,Germany,3. Liga,FC Hansa Rostock,63.0,61.0,60.0,65.0,64.0
11203,Thibault Klidje,64,81,63,56,69,26,63,ST,3,23,Togo,CSSL,FC Luzern,,,,,
11203,Antoni Klimek,64,73,58,56,68,51,59,LW,3,22,Poland,PKO BP Ekstraklasa,Widzew Łódź,,,,,
11203,Jonathan Klinsmann,64,64,63,64,65,29,64,GK,1,27,United States,Serie BKT,Cesena,64.0,63.0,64.0,64.0,65.0
11203,Ruben Kluivert,64,71,31,44,52,65,63,CB,2,23,Holland,Liga Portugal,Casa Pia AC,,,,,
11203,Gabriel Kobylak,64,63,62,62,66,32,67,GK,1,22,Poland,PKO BP Ekstraklasa,Legia Warszawa,63.0,62.0,62.0,67.0,66.0
11203,Martin Kobylański,64,61,66,66,66,36,53,CAM,3,30,Poland,3. Liga,SV Waldhof,,,,,
11203,Tobias Koch,64,66,54,61,64,59,73,CM,3,23,Austria,Ö. Bundesliga,Austria Klagenfurt,,,,,
11203,Ozan Can Kökçü,64,64,59,65,62,43,50,CAM,3,26,Azerbaijan,Finnliiga,HJK Helsinki,,,,,
11203,Leo Kokubo,64,63,62,60,65,41,63,GK,1,23,Japan,1A Pro League,STVV,63.0,62.0,60.0,63.0,65.0
11203,Niklas Kölle,64,80,48,55,62,59,70,LM,2,24,Germany,Bundesliga 2,SSV Ulm 1846,,,,,
11203,Žan Kolmanič,64,66,52,67,62,56,64,LB,2,24,Slovenia,MLS,Austin FC,,,,,
11203,Aleksander Komor,64,61,24,46,49,63,74,CB,2,30,Poland,PKO BP Ekstraklasa,GKS Katowice,,,,,
11203,Mert Kömür,64,65,61,59,70,38,51,CAM,3,19,Germany,Bundesliga,FC Augsburg,,,,,
11203,Vegard Kongsro,64,77,42,56,59,58,67,LB,2,26,Norway,Eliteserien,HamKam Fotball,,,,,
11203,Morten Ågnes Konradsen,64,67,57,63,66,61,66,CM,2,28,Norway,Eliteserien,FK Haugesund,,,,,
11203,Koo Ja Ryong,64,66,29,45,48,62,73,CB,2,32,Korea Republic,K League 1,Jeonbuk Hyundai,,,,,
11203,Emil Kornvig,64,64,57,62,65,59,65,CM,2,24,Denmark,Eliteserien,SK Brann,,,,,
11203,Roy Kortsmit,64,65,61,59,63,27,64,GK,1,32,Holland,Eredivisie,NAC Breda,65.0,61.0,59.0,64.0,63.0
11203,Mirko Kos,64,64,62,57,67,41,62,GK,1,27,Austria,Ö. Bundesliga,FK Austria Wien,64.0,62.0,57.0,62.0,67.0
11203,Martin Koscelnik,64,66,51,59,62,61,62,RB,2,29,Slovakia,Eredivisie,NAC Breda,,,,,
11203,Charalampos Kostoulas,64,68,63,53,61,35,64,ST,2,17,Greece,Hellas Liga,Olympiacos FC,,,,,
11203,Loïc Kouagba,64,68,34,42,47,61,80,CB,2,30,France,Ligue 2 BKT,Red Star FC,,,,,
11203,Thérence Koudou,64,65,46,58,61,59,60,RB,2,19,France,Ligue 2 BKT,Pau FC,,,,,
11203,Franko Kovačević,64,73,62,53,69,25,68,ST,3,25,Croatia,K League 1,Gangwon FC,,,,,
11203,Kreshnik Krasniqi,64,62,57,61,64,59,69,CM,3,23,Kosovo,Eliteserien,Strømsgodset IF,,,,,
11203,Maximilian Krauß,64,80,60,54,69,30,59,LW,3,27,Germany,3. Liga,Energie Cottbus,,,,,
11203,Luca Kronberger,64,69,58,59,62,35,67,LM,3,22,Austria,Ö. Bundesliga,SCR Altach,,,,,
11203,Theodore Ku-DiPietro,64,73,59,52,68,35,56,LM,3,22,United States,MLS,D.C. United,,,,,
11203,Mykola Kuharevych,64,59,66,49,60,23,74,ST,2,23,Ukraine,Scottish Prem,Hibernian,,,,,
11203,Garang Kuol,64,88,56,56,66,28,40,LW,3,19,Australia,Premier League,Newcastle Utd,,,,,
11203,Markus Kuster,64,63,65,61,61,30,63,GK,1,30,Austria,CSSL,FC Winterthur,63.0,65.0,61.0,63.0,61.0
11203,Manuel Kuttin,64,63,62,65,64,34,63,GK,1,30,Austria,CSSL,GC Zürich,63.0,62.0,65.0,63.0,64.0
11203,Daniel Kyerewaa,64,79,47,58,70,46,58,RM,3,23,Germany,Bundesliga 2,Preußen Münster,,,,,
11203,Brighton Labeau,64,69,64,52,65,21,72,ST,3,28,France,Ligue 2 BKT,En Avant Guingamp,,,,,
11203,Mathis Lachuer,64,80,51,67,71,55,41,CM,3,24,France,LALIGA HYPERMOTION,CD Mirandés,,,,,
11203,Bram Lagae,64,67,34,46,54,65,65,CB,2,20,Belgium,1A Pro League,KV Kortrijk,,,,,
11203,Ross Laidlaw,64,64,63,62,64,25,65,GK,1,32,Scotland,Scottish Prem,Ross County,64.0,63.0,62.0,65.0,64.0
11203,Fynn Lakenmacher,64,74,62,50,63,30,77,ST,3,24,Germany,Bundesliga 2,SV Darmstadt 98,,,,,
11203,Tygo Land,64,74,53,64,71,53,47,CM,4,18,Holland,Eredivisie,PSV,,,,,
11203,Jannis Lang,64,70,32,44,58,63,73,RB,2,22,Germany,3. Liga,FC Hansa Rostock,,,,,
11203,Sondre Langås,64,78,37,51,59,63,73,CB,2,23,Norway,Eliteserien,Viking FK,,,,,
11203,Dominik Lanius,64,52,35,42,43,63,80,CB,2,27,Germany,3. Liga,FC Hansa Rostock,,,,,
11203,Michael Lansing,64,64,65,62,62,38,64,GK,1,30,United States,Eliteserien,Kristiansund BK,64.0,65.0,62.0,64.0,62.0
11203,Antoine Larose,64,72,61,58,67,32,56,RM,3,31,France,Ligue 2 BKT,FC Annecy,,,,,
11203,Mads Larsen,64,69,57,61,64,57,48,CM,2,22,Denmark,3F Superliga,Silkeborg IF,,,,,
11203,David Lazar,64,64,64,62,64,54,65,GK,1,33,Romania,SUPERLIGA,Univ. Craiova,64.0,64.0,62.0,65.0,64.0
11203,Lee Kang Hyeon,64,61,44,51,57,61,76,CDM,2,26,Korea Republic,K League 1,GwangJu FC,,,,,
11203,Lee Jae Won,64,65,57,60,68,56,64,CM,3,27,Korea Republic,K League 1,Suwon FC,,,,,
11203,Tommy Leigh,64,71,63,62,64,53,71,CAM,3,24,England,EFL League Two,MK Dons,,,,,
11203,Granit Lekaj,64,31,37,46,48,66,75,CB,2,34,Kosovo,CSSL,FC Winterthur,,,,,
11203,Jonathan Leko,64,90,60,55,66,35,65,ST,3,25,England,EFL League Two,MK Dons,,,,,
11203,Noha Lemina,64,77,60,58,69,29,53,LM,3,19,Gabon,Ligue 2 BKT,FC Annecy,,,,,
11203,Roberto León,64,65,63,56,64,27,63,GK,1,23,Argentina,Sudamericana,Racing Club,65.0,63.0,56.0,63.0,64.0
11203,Gabriel Leyes,64,66,66,48,60,27,66,ST,2,34,Uruguay,Sudamericana,Danubio,,,,,
11203,Rubén Lezcano,64,67,52,60,65,56,58,CM,2,20,Paraguay,Libertadores,Libertad,,,,,
11203,Li Ang,64,55,57,60,56,62,79,CB,2,30,China PR,CSL,Shanghai Port FC,,,,,
11203,Li Tixiang,64,66,54,61,63,57,72,CDM,2,35,China PR,CSL,Zhejiang Pro,,,,,
11203,Liao Junjian,64,64,46,54,54,64,72,CB,2,30,China PR,CSL,Meizhou Hakka FC,,,,,
11203,Rai Pablo Lima,64,66,57,63,65,55,62,CM,3,24,Bolivia,Sudamericana,Real Tomayapo,,,,,
11203,Axel Lindahl,64,80,48,61,68,54,59,RB,3,29,Sweden,Allsvenskan,BK Häcken,,,,,
11203,Julius Lindberg,64,71,63,58,67,38,58,RW,3,25,Sweden,Allsvenskan,BK Häcken,,,,,
11203,Armani Little,64,78,61,62,66,58,64,CM,3,27,England,EFL League Two,Gillingham,,,,,
11203,Liu Yun,64,79,60,60,62,54,62,RM,3,29,China PR,CSL,Changchun Yatai,,,,,
11203,Liu Junshuai,64,61,37,49,50,63,75,CB,2,29,China PR,CSL,Qingdao Hainiu,,,,,
11203,Enrique Lofolomo,64,69,52,57,64,62,69,CB,2,24,Germany,3. Liga,Viktoria Köln,,,,,
11203,Santiago López,64,84,65,56,64,25,56,RW,3,18,Argentina,Primera División,Independiente,,,,,
11203,Fran Manzanara,64,64,50,57,63,63,64,CDM,2,28,Spain,LALIGA HYPERMOTION,Racing de Ferrol,,,,,
11203,Javi López,64,54,52,62,64,64,65,RB,3,38,Spain,A-League,Adelaide United,,,,,
11203,López-Pinto,64,67,61,59,65,28,64,LM,3,23,Spain,LALIGA HYPERMOTION,Burgos CF,,,,,
11203,Dani Lorenzo,64,69,52,64,66,60,55,CM,3,21,Spain,LALIGA HYPERMOTION,Málaga CF,,,,,
11203,Victor Loturi,64,69,54,61,68,60,63,CDM,4,23,Canada,Scottish Prem,Ross County,,,,,
11203,Mathias Løvik,64,81,39,52,63,57,65,LB,2,20,Norway,Eliteserien,Molde FK,,,,,
11203,Boyd Lucassen,64,65,47,53,59,62,66,RB,2,26,Holland,Eredivisie,NAC Breda,,,,,
11203,Angelo Lucena,64,70,61,62,63,50,51,RM,3,21,Venezuela,Sudamericana,Metropolitanos,,,,,
11203,Juan Ludueña,64,55,32,42,48,64,72,CB,2,21,Argentina,Primera División,Unión,,,,,
11203,Marcos Luna,64,71,35,45,52,65,75,RB,2,21,Spain,LALIGA HYPERMOTION,Real Zaragoza,,,,,
11203,Gustav Lundgren,64,66,61,64,64,33,66,RW,3,29,Sweden,Allsvenskan,GAIS,,,,,
11203,Jay Lynch,64,63,65,60,63,41,64,GK,1,31,England,EFL League Two,Fleetwood Town,63.0,65.0,60.0,64.0,63.0
11203,Arthur Lyska,64,66,63,63,67,42,66,GK,1,24,Germany,3. Liga,Wehen Wiesbaden,66.0,63.0,63.0,66.0,67.0
11203,Cristhian Machado,64,75,44,54,59,61,68,CDM,2,34,Bolivia,Sudamericana,Wilstermann,,,,,
11203,Manuel Namora,64,67,65,52,63,26,54,ST,2,26,Portugal,Liga Portugal,Boavista FC,,,,,
11203,Pedro Ganchas,64,46,32,35,38,66,70,CB,2,24,Portugal,3F Superliga,Silkeborg IF,,,,,
11203,Gary Mackay-Steven,64,76,58,59,66,36,54,LM,4,34,Scotland,Scottish Prem,Kilmarnock,,,,,
11203,Abdussalam Magashy,64,79,60,59,66,60,78,CAM,3,26,Nigeria,Allsvenskan,Kalmar FF,,,,,
11203,Josh Magennis,64,48,64,54,59,42,79,ST,2,34,Northern Ireland,EFL League One,Exeter City,,,,,
11203,Enes Mahmutovic,64,53,27,38,40,64,71,CB,2,27,Luxembourg,Eredivisie,NAC Breda,,,,,
11203,Mikkel Maigaard,64,60,59,65,63,54,66,LM,3,28,Denmark,PKO BP Ekstraklasa,Cracovia,,,,,
11203,Filip Majchrowicz,64,69,58,63,63,33,65,GK,1,24,Poland,PKO BP Ekstraklasa,Górnik Zabrze,69.0,58.0,63.0,65.0,63.0
11203,Erik Majetschak,64,66,53,62,61,63,69,CB,2,24,Germany,3. Liga,FC Erzgebirge Aue,,,,,
